"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","CauseCat","signal","mopera","adjunct1","adjunct2","adjunct3","subdiv"
,"09","04","MRL","2009044",,,"","","09","04","MRL","2009044",,"","09","04","09",12.00,30.00,"PM","01",43.00,0.00,0.00,0.00,"SYSTEM","HELENA","13.3","30",45.00,"2","2","002","E","LAUP","4",7548.00,"1","Y","MAINLINE","2","41.9","1","BNSF","562283","022","N","","","000","",7.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,42.00,0.00,0.00,2.00,0.00,9.00,0.00,0.00,210000.00,0.00,"H524","",0.00,0.00,0.00,0.00,"H524","1","2","002",210000.00,,"30C049",0.00,"000000",0.00,"2",,,,"05","","","","1","8",,"3L",,"SYSTEM","E",92.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"LEWIS AND CLARK","049","00","00","","N","",,"LAUPAS2-09 WITH HELPER ON POINT AND REAR TRIED TO START TRAIN AND STRINGLINED CARS ON CORNER","","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","OHCR","OHCR409GC",,,"","","09","03","OHCR","OHCR409GC",,"474299F","09","03","23",11.00,37.00,"AM","07",0.00,0.00,0.00,0.00,"OHCR","BEACH CITY","U79.8","39",43.00,"2","1","025","R","MWT-","1",3057.00,"1","Y","MAIN","2","","1","OHCR","004099","001","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75000.00,1570.00,"M302","",0.00,2.00,0.00,2.00,"M302","1","2","025",76570.00,,"39C157",2.00,"000000",0.00,"1","0","1","0","02","37","02","37","1","2",,"3L",,"OHCR","J",317.00,,"2009",0.00,1.00,0.00,0.00,0.00,1.00,"TUSCARAWAS","157","","","","N","",,"FULLY LOADED, WITH STONE, SEMI TRUCK CROSSED CROSSING IN PATH OF ON COMMING TRAIN. IMPACT STRAINED B","ACK OF EMPLOYEE AND THE SEMI DRIVER WAS LIFE-FLIGHTED OUT OF THE AREA. LOCOMOTIVE FRONT SIDE WAS WRE","CKED CONSIDERABLY. SEMI TRAILER WAS CRUSHED AND STONE TRANSFERING FROM SEMI TRAILER TO FRONT OF LOCO","MOTIVE NOSE AREA.","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","PATH","I0109",,,"","","09","03","PATH","I0109",,"","09","03","26",3.00,20.00,"PM","12",0.00,0.00,0.00,0.00,"TRANSPORTATION","HARRISON","","34",40.00,"2","3","005","E","169,","3",0.00,"7","Y","TRACK 5","1","","2","PATH","000169","001","N","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60000.00,"H899","",0.00,0.00,0.00,0.00,"H899","2","1","005",60000.00,,"34C017",0.00,"000000",0.00,"2","0","0","0","02","","","","1","1",,"3L",,"TRANSP","LO",804.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"HUDSON","017","00","00","","N","",,"STUDENT ENGINEER SWITCHING  STATES THAT A FULL STOP WAS MADE PRIOR TO THE OVERHEAD DOOR IN ORDER TO","CLEAR THE TRAIN STOP. SHE HEAR THE BUZZER SIGNALS AND RESPONDED INDICATING 3 CAR LENGTHS TO GO AND A","T THAT POINT SHE STARTED TO APPLY THE BRAKES. SHE THEN STATED THAT SHORTLY THEREAFTER THE TRAIN WENT","INTO EMERGENCY, BUT CONTINUED TO MOVE INTO THE PIT AREA. AFTER THE TRAIN CAME TO A COMPLETE STOP SH","E WAS ADVISED BY OPERATIONS EXAMINER THAT THE TRAIN HAD HIT THE DOOR. SEVERAL PRIOR MOVES WERE MADE","WITH THIS EQUIPMENT NO PROBLEMS WERE REPORTED. WET RAIL  WAS OBSERVED DO TO RAINY CONDITIONS. OE WAS","FLAGGING  AND SOUNDED BUZZER AND PA SYSTEM. ENGINEER RESPONDED BUT RESPONSE WAS NOT RECEIVED BY THE","OE. POST ACCIDENT INVESTIGATION INDICATATES DEFECTIVE BUZZER AND PA SYSTEM AND WET AND GREASE ON RA","ILS.","","","","","","","0",0.00,0.00,,"","","","","",""
,"09","04","UFRC","041",,,"","","09","04","UFRC","041",,"805664P","09","04","22",4.00,37.00,"AM","07",0.00,0.00,0.00,0.00,"WARM SPRINGS","NORTH SALT LAKE","7.2","49",55.00,"4","1","077","R","3","1",180.00,"3","Y","SINGLE MAIN TRACK","4","6.40","1","LOCO","000010","001","Y","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25000.00,0.00,"M304","M303",0.00,0.00,0.00,0.00,"M304","1","4","077",25000.00,,"49C011",0.00,"000000",0.00,"1","0","1","0","01","07","","10","1","7",,"3",,"WARM S","D",309.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"DAVIS","011","00","00","","Y","",,"AUTO TRAVELING SE ON MAIN STREET IN NORTH SALT LAKE.  DRIVER ATTEMPTS U-TURN ON MAIN STREET/1100WEST","GRADE CROSSING.  AUTO DRIVES OFF GRADE CROSSING PANELS AND BECOMES STUCK AND HIGH CENTERS ON RAIL,","FOULING FRONTRUNNER MAINLINE.  DRIVER EXITS VEHICLE AND AUTO IS STRUCK BY LOCOMOTIVE OF TRAIN 3 TRAV","ELING NB.","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","04","UP","0409CB008",,,"","","09","04","UP","0409CB008",,"191103A","09","04","06",2.00,16.00,"PM","07",2.00,0.00,0.00,0.00,"COUNCIL BLUFFS SU","COUNCIL BLUFFS","343.8","19",33.00,"2","2","044","R","MCBS","3",4569.00,"1","Y","SINGLE MAIN","4","132.1","1","UP","004470","001","","","","000","",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13319.00,40000.00,"M308","",1.00,0.00,1.00,0.00,"M308","1","4","044",53319.00,,"19C155",0.00,"000000",1.00,"1","0","1","0","02","16","02","16","1","6",,"1L",,"COUNCI","BE",316.00,,"2009",0.00,0.00,0.00,0.00,1.00,0.00,"POTTAWATTAMIE","155","","","","N","",,"MCBSX-06, WITH LEAD UNIT UP4470, STRUCK A DUMP TRUCK FULL OF ROCK AT THE JOSLIN ROAD CROSSING.  DRIV","ER SLOWED DOWN AT THE CROSSING, AND THEN PROCEEDED TO CROSS IN FRONT OF THE TRAIN AND WAS STRUCK BRO","ADSIDE.  FUEL TANK OF DUMP TRUCK SPILLED 43 GALLONS OF DIESEL FUEL WHEN STRUCK.  DRIVER WAS A FATALI","TY.  RAIL =  CWR","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","WSOR","09032602D",,,"","","09","03","WSOR","09032602D",,"","09","03","26",9.00,31.00,"PM","01",1.00,0.00,0.00,0.00,"SOUTHERN","HANOVER","18.6","55",40.00,"4","1","011","R","J5-2","4",3861.00,"1","Y","MAIN","2","1.2","1","WSOR","012503","026","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,19717.00,0.00,"T101","",0.00,0.00,0.00,0.00,"T101","1","2","011",19717.00,,"55C105",0.00,"000000",0.00,"1","0","1","0","02","31","02","31","1","4",,"3L",,"SOUTHE","J",246.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"ROCK","105","","","","N","0",,"WSOR 12503 (24TH CAR OF TRAIN) ROCKED OFF TRACK AND LANDED CLEAR OF THE MAIN TRACK.  WSOR 12508 (25T","H CAR OF TRAIN) WAS DAMAGED UPON CONTACTING WSOR 12503 AND ITS TRUCKS/WHEELSETS AS THE 12503 OVERTUR","NED.  TRACK WAS NOT DAMAGED BY THE DERAILMENT.","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","02","NS","035705",,,"","","09","02","NS","035705",,"","09","02","22",2.00,35.00,"PM","01",0.00,0.00,0.00,0.00,"ILLINOIS","DECATUR","D374.5","17",26.00,"2","1","009","R","DD07","3",0.00,"7","Y","NO 2 LEAD","1","","2","TTX","092499","006","Y","","","000","",2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,9.00,0.00,36.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,5279.00,3938.00,"H702","",0.00,0.00,0.00,0.00,"H702","2","1","009",9217.00,,"17C115",0.00,"000000",0.00,"1","0","0","0","07","10","","","1","4",,"1L",,"ILLINO","L",130.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"MACON","115","","","","N","",,"REMOTE ASSIGNMENT DD07 WITH UNITS 5250 AND 5045 WITH 9 LOADS 36 EMPTIES SHOVING EAST ON SOUTH LEAD D","ERAILED 4 LOADS AND 2 ENGINES.","","","","","","","","","","","","","","1",0.00,0.00,,,,,,,""
,"09","04","UP","0409HO016",,,"","","09","04","UP","0409HO016",,"","09","04","10",5.00,55.00,"PM","01",7.00,0.00,0.00,0.00,"HOUSTON SU","HOUSTON","366.3","48",80.00,"2","2","020","E","QWCE","3",5668.00,"1","Y","NO. 2 MAIN","3","7.7","1","ROIX","057193","095","N","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,95.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,10556.00,7021.00,"T108","",0.00,0.00,0.00,0.00,"T108","1","3","020",17577.00,,"48C201",0.00,"000000",0.00,"1","0","1","0","09","18","09","18","1","5",,"1L",,"HOUSTO","E",158.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"HARRIS","201","","","","N","",,"QWCEW-07 WAS EASTBOUND ON THE TERMINAL SUBDIVISION ON THE APPROACH TO EUREKA JUNCTION WHEN CAR ROIX5","7193 DERAILED IN A CURVE DUE TO IRREGULAR TRACK ALIGNMENT.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","04","NS","036093",,,"","","09","04","NS","036093",,"","09","04","14",1.00,56.00,"PM","01",0.00,0.00,0.00,0.00,"ILLINOIS","DECATUR","D373.5","17",44.00,"2","2","003","E","DB02","4",0.00,"7","Y","WESTBOUND 43","1","","2","RCRX","001370","021","Y","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,3.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,9600.00,200.00,"T220","",0.00,0.00,0.00,0.00,"T220","2","1","003",9800.00,,"17C115",0.00,"000000",0.00,"1","0","1","0","07","26","07","26","1","4",,"1L",,"ILLINO","L",134.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"MACON","115","","","","N","",,"DURING NORMAL SWITCHING OPERATIONS DB02 SHOVED EAST END OF WB 43 WITH 22 LOADS 3 EMPTIES.  RAIL BROK","E UNDERMOVEMENT DERAILING 5 LOADS.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","04","NS","036101",,,"","","09","04","NS","036101",,"925533S","09","04","14",12.00,1.00,"AM","07",0.00,0.00,0.00,0.00,"HARRISBURG","HARRISBURG","PT108.","42",45.00,"4","3","000","R","HH59","4",0.00,"7","Y","15 CANAL","1","","2","NS","003036","001","","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9000.00,0.00,"M304","",0.00,0.00,0.00,0.00,"M304","2","1","006",10500.00,,"42C043",0.00,"000000",0.00,"1","0","1","0","","46","","46","3","2",,"1L",,"HARRIS","L",151.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"DAUPHIN","043","","","","N","",,"H44 WITH ENGINE 3403, 23 LOADS, 0 EMPTIES, 2307 TONS WAS SHOVING WEST ON 15 CANAL WHEN A TRACTOR TRA","ILER FAILED TO PROPERLY STOP AT PROTECTED CROSSING.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
