"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"06","06","BNSF","CA0606115",,,,,"06","06","BNSF","CA0606115",,,"06","06","14",5.00,51.00,"AM","02",43.00,2.00,0.00,0.00,"CALIFORNIA","KISMET","1024.5","06",52.00,"1","1","022","R","MRIC","3",5286.00,"1","Y","MAIN","4","047.07","1","BNSF","004059","001",,,,"000",,7.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,35.00,0.00,20.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,2340920.00,392000.00,"H221",,0.00,5.00,0.00,5.00,"H221","1","4","038",5377730.00,,"06C039",3.00,"000000",0.00,"1","0","1","1","09","26","09","26","1","7",,"1L",,"CALIFO","E",339.00,,"2006",0.00,3.00,0.00,0.00,0.00,0.00,"MADERA","039","00","01","","N",,,"M RICBAR1 13 WAS EASTBOUND ON THE MAIN TRACK AND REPORTED STRIKING WESTBOUND U SBDPKC1 11 AT THE EAS","T END OF KISMET.  U SBDPKC1 11 WAS HEADING INTO THE SIDING WHEN COLLISION OCCURRED.  ALL FIVE CREW M","EMBERS REPORTED INJURIES AND WERE TRANSPORTED TO LOCAL HOSPITAL WITH NON LIFE THREATENING INJURIES.","CONDUCTOR WAS NOT IN CONTROL OF TRAIN.","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","01","BNSF","CA0106118",,,,,"06","01","UNVZ","INDUSTRY",,,"06","01","19",5.00,30.00,"AM","01",1.00,1.00,0.00,0.00,"CALIFORNIA","CITY OF COMMERCE",,"06",65.00,"1","1","000","R",,,0.00,"6","N","5501","1",,"4","UTLX","071792","001","Y",,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,17726.00,0.00,"H307",,0.00,0.00,0.00,0.00,"H307","4","1","004",41634.00,,"06C037",0.00,"000000",0.00,,,,,,,,,"3","7",,"1L",,"CALIFO","N",327.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"LOS ANGELES","037","00","00","","N",,,"CREW ON R-CAL0111-19I THE (4TH PICO RIVERA) WAS IN THE PROCESS OF SPOTTING 11 LOADED TANK CARS INTO","TRACK 5506 AT UNIVAR INDUSTIES, WHEN THE LEADING CAR OF THE MOVEMENT TRAVERSED THE HAND THROW CROSSO","VERS TO TRACK 5501, STRIKING AND DERAILING TWO LOADED TANK CARS SECURED IN THE ADJACENT TRACK.  NO H","AZARDOUS MATERIALS LEAKING.","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","04","CSX","000021734","06","04","GC","GCR706DO","06","04","CSX","000021734",,"","06","04","09",1.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"JACKSONVILLE","SAVANNAH","0496.0","13",70.00,"2","1","000","","","",0.00,"",,"TRACK CG1","1","","2","","","000","","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6089.00,"H702","",0.00,0.00,0.00,0.00,"H702","2","1","004",17253.00,,"13C051",0.00,"000000",0.00,"0","0","0","0","","","","","1","3",,"1L",,"JACKSO","",82.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"CHATHAM","051","","","","","",,"GA CENTRAL CREW RAN THROUGH SWITCH THEN MADE A REVERSE MOVEMENT AND DERAILED CARS.","","","","","","","","","","","","","","","",0.00,0.00,,,,,,""
,"06","10","BNSF","GC1006108",,,,,"06","10","BNSF","GC1006108",,,"06","10","08",9.00,30.00,"AM","12",0.00,0.00,0.00,0.00,"GULF","TEMPLE",,"48",80.00,"2","1","008","E","YTPL","1",0.00,"7","Y","114","1",,"2","BNSF","002177","001",,,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10250.00,100.00,"H607","H302",0.00,0.00,0.00,0.00,"H607","2","1","008",12103.00,,"48C027",0.00,"000000",0.00,"0","0","1","1","","","02","28","3","5",,"1L",,"GULF","N",450.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"BELL","027","00","00","","N",,,"RCO Y-TPL1012-08 WAS PULLING A CUT OF CARS OUT 125 TO BEGIN SWITCHING.  THEY OBSERVED THE CARMAN LIN","E TRACK 114 FOR LEAD MOVEMENT AND BLUE FLAG THE TRACK SO NO TRAINS COULD ENTER 114.  THE CARMAN FAIL","ED TO NOTIFY YARDMASTER OR SWITCH CREW THAT A CAR WAS FOULING THE TOP WEST LEAD.  RCO JOB ASSUMED TR","ACK WAS CLEAR AND PROCEEDED TO PULL THE CUT OUT ON THE LEAD AT WHICH TIME BNSF 2177 SCRAPPED, STRUCK","FTTX 972046 WHICH WAS FOULING THE LEAD NO HAZ-MAT","","","","","","","","","","","2",0.00,0.00,,,,,,""
,"06","02","BNSF","KS0206100",,,"","","06","02","BNSF","KS0206100",,"","06","02","02",1.00,30.00,"AM","12",0.00,0.00,0.00,0.00,"KANSAS","KANSAS CITY","","20",55.00,"4","1","000","R","","",0.00,"5","N","2060","1","","2","SHPX","043685","001","Y","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,"H316","",0.00,0.00,0.00,0.00,"H316","2","1","009",9500.00,,"20C209",0.00,"000000",0.00,"0","0","0","0","","","","","3","6",,"1L",,"KANSAS","NM",243.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"WYANDOTTE","209","","","","N","",,"JOB 202 HAD A STALL ON 59/60 &58/60. A CAR WAS LET GO OFF THE HUMP, CAUGHT CAR IN MASTER.  HUMP FORE","MAN CLEARED STALL BECAUSE HE THOUGHT CAR HAD CLEARED, RELEASED CAR OUT OF MASTER RETARDER.  CAR ITLX","30119 CORNERED SHPX 43605 AT 59/60 SWITCH.","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","02","BNSF","KS0206101",,,,,"06","02","BNSF","KS0206101",,,"06","02","03",1.00,41.00,"PM","01",0.00,0.00,0.00,0.00,"KANSAS","TURNER",,"20",43.00,"2","1","012","R","GRCI","4",8964.00,"1","Y","298","2",,"2","ADMX","063020","006","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,166071.00,56000.00,"M410",,0.00,0.00,0.00,0.00,"M410","2","2","012",222071.00,,"20C209",0.00,"000000",0.00,"1","0","1","0","02","21","02","21","1","6",,"1L",,"KANSAS","N",265.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"WYANDOTTE","209","","","","N",,,"G-RCISMR5-02A WAS TRAVELING WESTBOUND ON THE SOUTH FAST AT THE 9XW SWITCH.  THE TWO LOCOMOTIVES AND","HEAD THREE CARS CROSSED OVER THE SWITCH WITHOUT INCIDENT.  HOWEVER, A PIECE OF METAL LODGED INTO THE","SWITCH POINT CAUSING IT TO GAP.  NO HAZARDOUS MATERIALS LEAKING.","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","11","UP","1106UT025",,,,,"06","11","UP","1106UT025",,,"06","11","28",3.00,10.00,"PM","01",0.00,0.00,0.00,0.00,"UTAH","PROVO","751.0","49",28.00,"2","6","005","E","LUL5","3",934.00,"7","Y","YARD","1",,"2","NRI","010424","006","Y",,,"000",,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,904.00,7595.00,"T110",,0.00,0.00,0.00,0.00,"T110","2","1","005",8499.00,,"49C049",0.00,"000000",0.00,"1","0","1","1","08","","08","","1","7",,"1L",,"UTAH","N",121.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"UTAH","049","00","00","","N",,,"LUL57-28 YARDING TRAIN INTO TRACK 7 WEST END WHEN 3 UNITS AND 7 CARS DERAILED.  5 REAR CARS DERAILED","AND ROLLED 300 FEET.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","08","GRS","173",,,"","","06","08","GRS","173",,"","06","08","30",10.00,30.00,"AM","01",4.00,0.00,0.00,0.00,"EASTERN","CARMEL","70.5","23",75.00,"2","2","025","E","NMWA","4",5830.00,"1","Y","FREIGHT MAIN LINE","3","","1","NBSR","006085","050","Y","NBSR","006085","050","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,19500.00,"E41C","",0.00,0.00,0.00,0.00,"E41C","1","3","025",19500.00,,"23C019",0.00,"000000",0.00,"1","","1","","03","","03","","1","1",,"3L",,"EASTER","G",138.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"PENOBSCOT","019","","","","N","",,"WHILE HAULING NMWA WEST TO WATERVILLE, ME A WOOD LOAD ROCKED OFF THE TRACK AT MP 70.5 DERAILING 1 SE","T OF TRUCKS ON WEST END, B END OF CAR.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","11","UP","1106HO017",,,,,"06","11","SIZZ","INDUSTRY",,,"06","11","11",3.00,0.00,"AM","12",0.00,0.00,0.00,0.00,"HOUSTON","DAYTON","46.7","48",65.00,"4","1","000","R","EDYA","4",0.00,"8","Y","YARD","1",,"2","UP","007545","001","N",,,"000",,3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,2400.00,"H302",,0.00,0.00,0.00,0.00,"H302","2","1","005",33600.00,,"48C291",0.00,"000000",0.00,"1","0","1","0","03","10","03","10","1","5",,"1L",,"HOUSTO","N",193.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"LIBERTY","291","00","00","","N",,,"UP'S EDYAOR-10 PULLED OUT OF TRACK 4 AT SAVAGE UP THE LEAD.  UNITS WERE LEFT FOUL OF ANOTHER LEAD AN","D SAVAGE SWITCHER CAME UP THE LEAD AND STRUCK THEM.  SAVAGE (FORMERLY CANAC) MAINTAINS TRACK.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","09","UP","0906PD002",,,,,"06","09","UP","0906PD002",,,"06","09","02",2.00,40.00,"AM","01",0.00,0.00,0.00,0.00,"PORTLAND","SEATTLE","148.0","53",65.00,"4","1","004","E","YTA4","2",2822.00,"7","Y","YARD","1",,"2","ARMN","767058","043","N",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,33.00,0.00,0.00,2.00,0.00,6.00,0.00,0.00,7180.00,46200.00,"H307","H702",0.00,0.00,0.00,0.00,"H307","2","1","004",53380.00,,"53C053",0.00,"000000",0.00,"2","0","0","0","03","40",,,"1","8",,"1L",,"PORTLA","N",126.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"PIERCE","053","00","00","","N",,,"YTA49R-01 WAS SHOVING TO CLEAR SOUTH END OF TRACK 108 AND RAN THROUGH TRACK 107 SWITCH, PULLED SOUTH",", RESULTING IN DERAILMENT.","","","","","","","","","","","","","","3",0.00,0.00,,,,,,""
